新年快乐,#genre#
延安-2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226375/1.m3u8
铜川-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226379/1.m3u8
铜川-2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226380/1.m3u8
宝鸡-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226383/1.m3u8
宝鸡-2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226384/1.m3u8
宁强-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226390/1.m3u8
宁强-2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226389/1.m3u8
汉中-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226331/1.m3u8
汉中-3,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225991/index.m3u8
佛坪-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226454/1.m3u8
镇巴-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226457/1.m3u8
略阳-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226322/1.m3u8
西乡-1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226556/index.m3u8
榆林-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226377/1.m3u8
商洛-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226378/1.m3u8
渭南-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226376/1.m3u8
安康-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226385/1.m3u8
歌曲频道,#genre#
月满西楼,http://song.mvbox.cn/mv/26/90509526-6.mp4
最亲的人,http://song.mvbox.cn/mv/97/90366197-1.mp4
涛声依旧,http://song.mvbox.cn/mv/07/90708407-3.mp4
祝福你亲爱的,http://song.mvbox.cn/mv/98/90579098-2.mp4
中华民谣,http://song.mvbox.cn/mv/15/90509715-6.mp4
中国人,http://song.mvbox.cn/mv/04/90505704-3.mp4
闯码头,http://song.mvbox.cn/mv/78/90973678-3.mp4
十三不亲,http://song.mvbox.cn/mv/41/90508241-2.mp4
九月九的酒,http://song.mvbox.cn/mv/83/90510883-6.mp4
九九女儿红,http://song.mvbox.cn/mv/76/90510876-6.mp4
雾里看花,http://song.mvbox.cn/mv/83/90508883-2.mp4
山不转水转,http://song.mvbox.cn/mv/41/90511541-6.mp4
不白活一回,http://song.mvbox.cn/mv/63/90510163-6.mp4
我的中国心,http://song.mvbox.cn/mv/82/90511882-7.mp4
毛阿敏-渴望,http://song.mvbox.cn/mv/53/90501453-1.mp4
霸王别姬,http://song.mvbox.cn/mv/36/90506136-3.mp4
精忠报国,http://song.mvbox.cn/mv/03/90507203-6.mp4
中国功夫,http://song.mvbox.cn/mv/07/90509707-2.mp4
江山无限,http://song.mvbox.cn/mv/54/90507154-2.mp4
爱情买卖,http://song.mvbox.cn/mv/03/90970903-6.mp4
黄梅戏,http://song.mvbox.cn/mv/37/90576737-1.mp4
偏偏喜欢你,http://song.mvbox.cn/mv/03/90521303-0.mp4
牵挂你的人是我,http://song.mvbox.cn/mv/52/90514852-7.mp4
别说我的眼泪你无所谓,http://song.mvbox.cn/mv/30/90516530-0.mp4
谢谢你的爱,http://song.mvbox.cn/mv/27/90512227-6.mp4
爱我的人和我爱的人,http://song.mvbox.cn/mv/24/90516224-2.mp4
千古绝唱,http://song.mvbox.cn/mv/03/90507903-2.mp4
风中有朵雨做的云,http://song.mvbox.cn/mv/93/90515693-4.mp4
往事,http://song.mvbox.cn/mv/26/90502326-1.mp4
向天再借五百年,http://song.mvbox.cn/mv/77/90515277-4.mp4
白狐,http://song.mvbox.cn/mv/53/90568053-3.mp4
老地方的雨,http://song.mvbox.cn/mv/68/90576568-6.mp4
新白狐,http://song.mvbox.cn/mv/41/90926841-6.mp4
藕断丝连,http://song.mvbox.cn/mv/65/90974265-7.mp4
相思的债,http://song.mvbox.cn/mv/82/90569682-7.mp4
雨一直下,http://song.mvbox.cn/mv/81/90509481-6.mp4
新鸳鸯蝴蝶梦,http://song.mvbox.cn/mv/41/90513941-4.mp4
海阔天空,http://song.mvbox.cn/mv/11/90519311-4.mp4
光辉岁月,http://song.mvbox.cn/mv/98/90519298-6.mp4
不再犹豫,http://song.mvbox.cn/mv/96/90518996-2.mp4
冷雨夜,http://song.mvbox.cn/mv/24/90518224-4.mp4
感动天感动地,http://song.mvbox.cn/mv/59/90567359-1.mp4
漂亮姑娘就要嫁人啦,http://song.mvbox.cn/mv/54/90974054-3.mp4
谁在意我流下的泪,http://song.mvbox.cn/mv/00/90970700-6.mp4
梅花三弄,http://song.mvbox.cn/mv/58/90507558-7.mp4
有没有一种思念永不疲惫,http://song.mvbox.cn/mv/10/90573810-4.mp4
卓依婷-永远是朋友,http://song.mvbox.cn/mv/59/90512459-2.mp4
腾格尔-天堂,http://song.mvbox.cn/mv/35/90502235-1.mp4
梦驼铃,http://song.mvbox.cn/mv/28/90570228-4.mp4
一剪梅,http://song.mvbox.cn/mv/84/90922084-7.mp4
迟来的爱,http://song.mvbox.cn/mv/09/90506409-3.mp4
真的好想你,http://song.mvbox.cn/mv/15/90712615-2.mp4
无所谓,http://song.mvbox.cn/mv/37/90505137-3.mp4
我的好兄弟,http://song.mvbox.cn/mv/70/90578370-2.mp4
说句心里话,http://song.mvbox.cn/mv/68/90511668-6.mp4
一二三四歌,http://song.mvbox.cn/mv/48/90512348-2.mp4
潇洒走一回,http://song.mvbox.cn/mv/91/90512191-2.mp4
曾经心痛,http://song.mvbox.cn/mv/88/90509588-2.mp4
真心真意过一生,http://song.mvbox.cn/mv/04/90515504-3.mp4
梦醒时分,http://song.mvbox.cn/mv/16/90507616-2.mp4
红尘,http://song.mvbox.cn/mv/19/90517219-2.mp4
女人花,http://song.mvbox.cn/mv/04/90504504-7.mp4
一生爱你千百回,http://song.mvbox.cn/mv/83/90515383-7.mp4
伤心太平洋,http://song.mvbox.cn/mv/63/90511563-6.mp4
天涯,http://song.mvbox.cn/mv/46/90502246-1.mp4
任贤齐-兄弟,http://song.mvbox.cn/mv/32/90502632-1.mp4
对面的女孩看过来,http://song.mvbox.cn/mv/81/90515681-4.mp4
心太软,http://song.mvbox.cn/mv/43/90505343-3.mp4
田震-执着,http://song.mvbox.cn/mv/69/90502969-5.mp4
野花,http://song.mvbox.cn/mv/18/90502718-3.mp4
干杯朋友,http://song.mvbox.cn/mv/49/90506749-4.mp4
网络情缘,http://song.mvbox.cn/mv/17/90573317-2.mp4
风雨彩虹铿锵玫瑰,http://song.mvbox.cn/mv/92/90515692-5.mp4
你把爱情给了谁,http://song.mvbox.cn/mv/16/90972516-7.mp4
窗外,http://song.mvbox.cn/mv/63/90500763-6.mp4
等你等了那么久,http://song.mvbox.cn/mv/70/90976170-6.mp4
做你的爱人,http://song.mvbox.cn/mv/90/90566490-4.mp4
相见恨晚,http://song.mvbox.cn/mv/30/90508930-3.mp4
千千阙歌,http://song.mvbox.cn/mv/91/90719791-0.mp4
飘雪,http://song.mvbox.cn/mv/41/90517441-1.mp4
千千阙歌,http://song.mvbox.cn/mv/97/90931697-6.mp4
舞女,http://song.mvbox.cn/mv/21/90502421-3.mp4
往事只能回味,http://song.mvbox.cn/mv/00/90513700-4.mp4
你的眼神,http://song.mvbox.cn/mv/59/90507759-4.mp4
读你,http://song.mvbox.cn/mv/01/90500901-3.mp4
祝你一路顺风,http://song.mvbox.cn/mv/27/90514127-3.mp4
转弯,http://song.mvbox.cn/mv/20/90503020-2.mp4
挪威的森林,http://song.mvbox.cn/mv/96/90926496-7.mp4
浪人情歌,http://song.mvbox.cn/mv/76/90507376-2.mp4
耶利亚女郎,http://song.mvbox.cn/mv/35/90512335-2.mp4
同桌的你,http://song.mvbox.cn/mv/16/90508516-2.mp4
擦干你的泪水,http://song.mvbox.cn/mv/28/90765928-0.mp4
其实我很在乎你,http://song.mvbox.cn/mv/31/90568531-4.mp4
海浪,http://song.mvbox.cn/mv/31/90501131-3.mp4
火火的姑娘,http://song.mvbox.cn/mv/55/90200555-1.mp4
又见炊烟,http://song.mvbox.cn/mv/54/90509454-6.mp4
阿杜-离别,http://song.mvbox.cn/mv/32/90501532-1.mp4
冰雨,http://song.mvbox.cn/mv/07/90500607-7.mp4
忘情水,http://song.mvbox.cn/mv/55/90504955-7.mp4
痴心绝对,http://song.mvbox.cn/mv/05/90506405-7.mp4
杨钰莹-茶山情歌,http://song.mvbox.cn/mv/62/90506362-3.mp4
心相印手牵手,http://song.mvbox.cn/mv/21/90513921-6.mp4
轻轻的告诉你,http://song.mvbox.cn/mv/00/90513500-4.mp4
我不想说,http://song.mvbox.cn/mv/69/90508669-6.mp4
陈星-流浪歌,http://song.mvbox.cn/mv/71/90504271-4.mp4
望故乡,http://song.mvbox.cn/mv/60/90504960-3.mp4
火辣辣的情歌,http://song.mvbox.cn/mv/97/90974297.mp4
套马杆,http://song.mvbox.cn/mv1/41/90279241.mp4
站在草原望北京,http://song.mvbox.cn/mv1/74/00173474.mp4
草原情哥哥,http://song.mvbox.cn/mv/54/90975854-6.mp4
单身情歌,http://song.mvbox.cn/mv/19/90506519-7.mp4
丁香花,http://song.mvbox.cn/mv/94/90503694-7.mp4
周华健-朋友,http://song.mvbox.cn/mv/95/90501795-7.mp4
花心,http://song.mvbox.cn/mv/19/90501219-3.mp4
让我欢喜让我忧,http://song.mvbox.cn/mv/94/90514894-1.mp4
风雨无阻,http://song.mvbox.cn/mv/13/90506713-1.mp4
最真的梦,http://song.mvbox.cn/mv/33/90509833-4.mp4
美酒加咖啡,http://song.mvbox.cn/mv/04/90511104-2.mp4
甜蜜蜜,http://song.mvbox.cn/mv/05/90504905-3.mp4
小城故事,http://song.mvbox.cn/mv/99/90508999-4.mp4
这条街,http://song.mvbox.cn/mv/88/90573088-4.mp4
红尘情歌,http://song.mvbox.cn/mv/30/90580530-8.mp4
恋曲1990,http://song.mvbox.cn/mv/44/90504244-8.mp4
为爱痴狂,http://song.mvbox.cn/mv/85/90508585-6.mp4
后来,http://song.mvbox.cn/mv/85/90501185-10.mp4
当爱在靠近,http://song.mvbox.cn/mv/67/90510367-7.mp4
原来你也在这里,http://song.mvbox.cn/mv/26/90515426-7.mp4
龚玥-军中绿花,http://song.mvbox.cn/mv/36/90580536-4.mp4
龚玥-牧羊曲,http://song.mvbox.cn/mv/23/90939723-4.mp4
苏芮-牵手,http://song.mvbox.cn/mv/52/90501852-4.mp4
跟着感觉走,http://song.mvbox.cn/mv/52/90920652-2.mp4
捉泥鳅,http://song.mvbox.cn/mv/40/90505740-7.mp4
北国之春,http://song.mvbox.cn/mv/79/90506179-7.mp4
敢问路在何方,http://song.mvbox.cn/mv/17/90513117-4.mp4
周子寒-吻和泪,http://song.mvbox.cn/mv/93/90504993-7.mp4
九百九十九朵玫瑰,http://song.mvbox.cn/mv/42/90515742-4.mp4
千纸鹤,http://song.mvbox.cn/mv/66/90504566-4.mp4
找一个字代替,http://song.mvbox.cn/mv/88/90514088-3.mp4
一千零一夜,http://song.mvbox.cn/mv/73/90512373-2.mp4
晚秋,http://song.mvbox.cn/mv/22/90502322-8.mp4
星星点灯,http://song.mvbox.cn/mv/23/90509123-6.mp4
水手,http://song.mvbox.cn/mv/32/90502132-8.mp4
游戏人间,http://song.mvbox.cn/mv/26/90509426-6.mp4
缘,http://song.mvbox.cn/mv/71/90500271-1.mp4
追梦人,http://song.mvbox.cn/mv/35/90505735-8.mp4
青青河边草,http://song.mvbox.cn/mv/13/90511413-2.mp4
上海滩,http://song.mvbox.cn/mv/07/90518407-4.mp4
吻别,http://song.mvbox.cn/mv/70/90921870-7.mp4
情网,http://song.mvbox.cn/mv/15/90501915-7.mp4
祝福,http://song.mvbox.cn/mv/09/90503009-8.mp4
护花使者,http://song.mvbox.cn/mv/61/90519361-4.mp4
朋友的酒,http://song.mvbox.cn/mv/30/90582730-4.mp4
纤夫的爱,http://song.mvbox.cn/mv/18/90508918-2.mp4
卓依婷-夫妻双双把家还,http://song.mvbox.cn/mv/46/90514446-5.mp4
卓依婷-追求,http://song.mvbox.cn/mv/25/90503025-1.mp4
卓依婷-杜十娘,http://song.mvbox.cn/mv/19/90503719-6.mp4
卓依婷-潮湿的心,http://song.mvbox.cn/mv/86/90506386-7.mp4
卓依婷-长相依,http://song.mvbox.cn/mv/23/90503523-4.mp4
大海,http://song.mvbox.cn/mv/22/90500822-7.mp4
心雨,http://song.mvbox.cn/mv/92/90502592-9.mp4
明天更辉煌,http://song.mvbox.cn/mv/69/90511169-2.mp4
桃花运,http://song.mvbox.cn/mv/80/90504880-7.mp4
综合频道,#genre#
中天综合,http://pull-l3-cny.douyincdn.com/third/stream-5f26752efeee9e0c53cf6b530640ce60.m3u8
南京新闻综合,http://live.nbs.cn/channels/njtv/xwzh/500k.m3u8?zjiangsd
苏州新闻综合,https://liveshowbak2.kan0512.com/norecord/ncsztv1_sd/playlist.m3u8?zjiangsd
南通新闻综合,http://cm.wshls.homecdn.com/live/7cc9.m3u8?zjiangsd
南通新闻综合,http://cm.wshls.homecdn.com/live/7cc9.flv?zjiangsd
南通崇川综合,http://cm.wshls.homecdn.com/live/7cc1.m3u8?zjiangsd
南通崇川综合,http://cm.wshls.homecdn.com/live/7cc1.flv?zjiangsd
盐城新闻综合,http://stream.0515yc.cn/yctv1/playlist.m3u8?zjiangsd
淮安新闻综合,http://live1.habctv.com/zhpdsl/sd/live.m3u8?zjiangsd
无锡新闻综合,http://m.m3u8.wifiwx.com/live/wifiwx-239.m3u8?zjiangsd
无锡新闻综合,http://stream.thmz.com/wxtv1/sd/live.m3u8?zjiangsd
张家港新闻综合,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8?zjiangsd
滨海新闻综合,http://jsbh.chinashadt.com:2036/live/bh11.stream/playlist.m3u8?zjiangsd
东台综合频道,http://dongtai-tv-hls.cm.jstv.com/dongtai-tv/dongtaizonghe.m3u8?zjiangsd
盐都综合频道,http://yandu-tv-hls.cm.jstv.com/yandu-tv/yanduzh.m3u8?zjiangsd
如东新闻综合,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8?zjiangsd
溧水新闻综合,http://live.lsrmw.cn/zhpd/sd/live.m3u8?zjiangsd
铜山综合频道,http://stream.tstvxmt.com/tstv1/sd/live.m3u8?zjiangsd
淮阴综合频道,http://huaiyin-tv-hls.cm.jstv.com/huaiyin-tv/huaiyinf.m3u8?zjiangsd
金湖新闻综合,http://jinhu-tv-hls.cm.jstv.com/jinhu-tv/jinhuzh.m3u8?zjiangsd
涟水综合频道,http://lianshui-tv-hls.cm.jstv.com/lianshui-tv/lsxw.m3u8?zjiangsd
海安新闻综合,http://haian-tv-hls.cm.jstv.com/haian-tv/haaxwzh.m3u8?zjiangsd
泗洪新闻综合,http://sihong-tv-hls.cm.jstv.com/sihong-tv/sihongxinwenzonghe.m3u8?zjiangsd
睢宁综合频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningzh.m3u8?zjiangsd
姜堰新闻综合,https://jiangyan-tv-hls.cm.jstv.com/jiangyan-tv/jiangyanzh.m3u8?zjiangsd
沭阳综合频道,http://shuyang-tv-hls.cm.jstv.com/shuyang-tv/shuyangzh.m3u8?zjiangsd
靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhpc/playlist.m3u8?zjiangsd
靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8?zjiangsd
高邮综合频道,http://gaoyou-tv-hls.cm.jstv.com/gaoyou-tv/gaoyouxw.m3u8?zjiangsd
仪征新闻综合,http://yizheng-tv-hls.cm.jstv.com/yizheng-tv/yzxwzh.m3u8?zjiangsd
宿豫综合频道,https://suyu-tv-hls.cm.jstv.com/suyu-tv/syzhpd.m3u8?zjiangsd
沛县新闻综合,http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8?zjiangsd
泗阳综合频道,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8?zjiangsd
赣榆新闻综合,http://ganyu-tv-hls.cm.jstv.com/ganyu-tv/ganyutv.m3u8?zjiangsd
河源综合,https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8?_upt=f767206b1671099007
清新综合,http://hls.wiseqx.com/live/qxzh.m3u8
湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8?zhund
娄底综合频道,http://119.39.242.52:1935/live/zonghe/playlist.m3u8?zhund
衡阳新闻综合,http://59.51.68.40:1936/live/2.stream/playlist.m3u8?zhund
衡阳新闻综合,http://hnhs.chinashadt.com:1936/hnhs/tv5.stream/playlist.m3u8?zhund
宁乡综合频道,http://b.ds.ch.dingtoo.com/AppName/StreamName.m3u8?zhund
永顺综合频道,http://liveplay.rednet.cn/live/yongshun_tv_55433f.m3u8?zhund
湘潭县综合,http://21084.liveplay.myqcloud.com/live/21084_13241b8296ee11e892905cb9018cf0d4.m3u8?zhund
汨罗新闻综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_TE4c1Q.m3u8?zhund
屈原综合频道,http://play-dgv-xhncloud.voc.com.cn/live/5243_f2E1iT.m3u8?zhund
汝城综合频道,http://play-dgv-xhncloud.voc.com.cn/live/5243_j69HSm.m3u8?zhund
祁阳综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_PREfDG.m3u8?zhund
新化新闻综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_nRI1mM.m3u8?zhund
冷水江新闻综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_8NbUnK.m3u8?zhund
桑植新闻综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_NbaWW5.m3u8?zhund
洪江市综合,http://liveplay.rednet.cn/live/hongjiang_tv_ced5a7.m3u8?zhund
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8?zzhed
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8?zzhed
金华新闻综合,http://live.plus.jinhua.com.cn/xwzh/playlist.m3u8?zzhed
舟山新闻综合,http://live1.plus.wifizs.cn/xwzh/sd/live.m3u8?zzhed
湖州新闻综合,http://live.plus.hugd.com/xwzhpd/sd/live.m3u8?zzhed
嘉兴新闻综合,http://pluslive.jiaxingren.com/xwzh/sd/live.m3u8?zzhed
武义新闻综合,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8?zzhed
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed
余杭综合频道,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8?zzhed
余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?zzhed
嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?zzhed
兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed
德清新闻综合,http://live.yingxi.tv/channel1/sd/live.m3u8?zzhed
苍南新闻综合,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8?zzhed
洞头综合频道,http://l.cztvcloud.com/channels/lantian/SXdongtou1/720p.m3u8?zzhed
泰顺新闻综合,http://taishun.news01.yunshanit.com/720p/StreamName.m3u8?zzhed
文成综合频道,http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8?zzhed
永嘉新闻综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8?zzhed
象山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8?zzhed
建德综合频道,http://livejdrmt.chinamcache.com/live/jdzb02.m3u8?zzhed
普陀新闻综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8?zzhed
桐乡新闻综合,http://live.txcmapp.com/tszh1/sd/live.m3u8?zzhed
开化新闻综合,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8?zzhed
龙游新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8?zzhed
衢江新闻综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8?zzhed
缙云综合频道,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8?zzhed
龙泉新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8?zzhed
庆元综合频道,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8?zzhed
遂昌综合频道,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8?zzhed
松阳综合频道,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8?zzhed
云和新闻综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8?zzhed
漳州新闻综合,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8?zfud
龙岩新闻综合,http://live.lytv.net.cn/zhpwd/hd/live.m3u8?zfud
龙岩新闻综合,http://stream.lytv.net.cn/2/sd/live.m3u8?zfud
三明新闻综合,http://stream.smntv.cn/smtv1/sd/live.m3u8?zfud
将乐综合,http://218.106.152.196/lsdream/9nbYeUc/1000/live.m3u8?fujian
建宁综合频道,https://p2.weizan.cn/2144741973/075444991326676404/live.m3u8?zfud
永安综合频道,http://218.106.152.196/lsdream/x6FnPrm/2000/live.m3u8?fujian
霞浦综合频道,http://218.106.152.196/lsdream/G7wCyZW/4000/live.m3u8?zfud
德化新闻综合,http://218.106.152.196/lsdream/2LacKP6/1024/live.m3u8?zfud
石狮综合,http://218.106.152.196/lsdream/MO13IYx/2000/live.m3u8?zfud
云霄综合,http://live.zzyxxw.com:85/live/xwzh.m3u8?fujian
漳浦综合,http://220.161.87.62:8090/hls/0/index.m3u8?zfud
南昌新闻综合,http://39.135.138.58:18890/PLTV/88888888/224/3221226223/index.m3u8?zjiangxd
新余新闻综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_xinyu_hd1.m3u8?zjiangxd
赣州新闻综合,http://pl1.cloud.dayang.com.cn/live/10062_nfeG7l.m3u8?zjiangxd
章贡综合频道,http://pl1.cloud.dayang.com.cn/live/10062_0FhO3l.m3u8?zjiangxd
崇义综合频道,http://live.mudu.tv/watch/52dbfz.m3u8?zjiangxd
瑞金综合频道,http://live.mudu.tv/watch/u2udf0.m3u8?zjiangxd
崇仁综合频道,http://live.mudu.tv/watch/23ejte.m3u8?zjiangxd
东乡区综合频道,http://live.mudu.tv/watch/hnkexb.m3u8?zjiangxd
白银综合,http://live.bygd.cn/byzh/sd/live.m3u8?gansu
酒泉综合,http://stream.gsjqtv.com/pd1/sd/live.m3u8?zgand
崆峒综合,http://125.74.200.110:10080/hls/001/001_live.m3u8?gansu
昆明新闻综合,http://devlivepull.migucloud.com/live/01YCQY7M_C0.flv?zyund
昆明新闻综合,http://wshls.live.migucloud.com/live/01YCQY7M_C0/playlist.m3u8
红河州新闻综合,http://tv.drs.hhtv.cc:8100/channellive/hhtv-1.flv?zyund
文山州新闻综合,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv?zyund
文山州新闻综合,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8?zyund
普洱新闻综合,http://file.pebtv.cn:8101/cms/videos/nmip-media/channellive/channel12/playlist.m3u8?zyund
西双版纳综合,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel1/playlist.m3u8?zyund
怒江新闻综合,http://livebroadcast.ccwb.cn/live/w1620805130988936.m3u8?zyund
腾冲综合,http://live.ynurl.com/video/s10012-TCTV/index.m3u8?zyund
芒市综合,http://live.ynurl.com/video/s10001-mstv1/index.m3u8?zyund
盈江综合,http://live.ynurl.com/video/s10016-YJTV-2/index.m3u8?zyund
兰坪综合,http://livebroadcast.ccwb.cn/live/w1628850306485945.m3u8?zyund
泸水综合,http://livebroadcast.ccwb.cn/live/w1596164431584927.m3u8?zyund
个旧综合,http://tv.drs.hhtv.cc:8100/channellive/gjdst.flv?zyund
红河县综合,http://tv.drs.hhtv.cc:8100/channellive/hhxdst.flv?zyund
开远综合,http://live.ynurl.com/video/s10044-KYTV/index.m3u8?zyund
蒙自综合,http://live.ynurl.com/video/s10019-mzdst/index.m3u8?zyund
屏边综合,http://tv.drs.hhtv.cc:8100/channellive/pbdst.flv?zyund
屏边综合,http://live.ynurl.com/video/s10040-pbzh/index.m3u8?zyund
元阳综合,http://tv.drs.hhtv.cc:8100/channellive/yydst.flv?zyund
施甸综合,http://live.ynurl.com/video/s10048-SDTV/index.m3u8?zyund
陇川综合,http://live.ynurl.com/video/s10027-LCDST/index.m3u8?zyund
梁河综合,http://live.ynurl.com/video/s10032-lhtv/index.m3u8?zyund
金平综合,http://live.ynurl.com/video/s10041-JPTV/index.m3u8?zyund
石屏综合,http://live.ynurl.com/video/s10059-SPTV/index.m3u8?zyund
江川综合,http://live.ynurl.com/video/s10037-JCTV/index.m3u8?zyund
新平综合,http://livebroadcast.ccwb.cn/live/w1615257519790969.m3u8?zyund
巧家综合,http://livebroadcast.ccwb.cn/live/w1593303918254963.m3u8?zyund
绥江综合,http://livebroadcast.ccwb.cn/live/w1615172384810938.m3u8?zyund
良综合,http://livebroadcast.ccwb.cn/live/w1606370492402991.m3u8?zyund
永善综合,http://livebroadcastys.ccwb.cn/live/w1640068184635996.m3u8?zyund
福贡综合,http://livebroadcast.ccwb.cn/live/w1612505860303999.m3u8?zyund
贡山综合,http://livebroadcast.ccwb.cn/live/w1609121671179943.m3u8?zyund
乐山新闻综合,http://channellive.leshantv.net/live/ch1.flv
乐山新闻综合,http://channellive.leshantv.net/live/ch1.flv?zsicd
广安新闻综合,http://live1.gatv.com.cn:85/live/XWZH.m3u8
雅安新闻综合,https://m3u8channel.wuxianyaan.com/cms/videos/nmip-media/channellive/channel1/playlist.m3u8
雅安新闻综合,http://m3u8.channel.yatv.tv/cms/videos/nmip-media/channellive/channel1/playlist.m3u8
雅安新闻综合,http://flv.drs.tv.yatv.tv:8080/channellive/xinwen.flv
雅安新闻综合,http://m3u8channel.wuxianyaan.com/cms/videos/nmip-media/channellive/channel1/playlist.m3u8?zsicd
雅安新闻综合,http://flv.drs.tv.yatv.tv:8080/channellive/xinwen.flv?zsicd
雅安新闻综合,http://m3u8.channel.yatv.tv/cms/videos/nmip-media/channellive/channel1/playlist.m3u8?zsicd
广元综合频道,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel1/playlist.m3u8
广元综合频道,http://tv.dzsm.com:8100/chan/ch1.flv
达州新闻综合,http://tv.drs.dzxw.net/channellive/xwzhpd-dz1.flv
凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8
凉山新闻综合,http://m3u8.channel.i0834.cn/nmpi-media/channellive/channel114103/playlist.m3u8
凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8?zsicd
凉山新闻综合,http://m3u8.channel.i0834.cn/nmpi-media/channellive/channel114103/playlist.m3u8?zsicd
自贡综合频道,http://110.189.153.160:1001/zhpd.flv
德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8
德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8?zsicd
攀枝花新闻综合,http://zb.pzhgd.com:9095/live/xwzh.m3u8
